图片名称	文本描述	相似度	图片路径	Prompts文件
plate_slightly_dirty_00195	drt_tableware, a sea-green ceramic plate, with a s...	1.0000	datasets/synthetic/plate_slightly_dirty_00195.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00031	drt_tableware, a porcelain plate with a gold rim, ...	1.0000	datasets/synthetic/plate_slightly_dirty_00031.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00122	drt_tableware, a plate with an intricate lace patt...	1.0000	datasets/synthetic/plate_slightly_dirty_00122.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00305	drt_tableware, a high-gloss white porcelain plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00305.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00406	drt_tableware, an earthenware plate with a terraco...	1.0000	datasets/synthetic/plate_slightly_dirty_00406.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00149	drt_tableware, a traditional enamel plate with a b...	1.0000	datasets/synthetic/plate_slightly_dirty_00149.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00209	drt_tableware, a modern plate with bold geometric ...	1.0000	datasets/synthetic/plate_slightly_dirty_00209.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00298	drt_tableware, a pastel pink dessert plate, with s...	1.0000	datasets/synthetic/plate_slightly_dirty_00298.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00398	drt_tableware, a vintage tin plate with a faded ad...	1.0000	datasets/synthetic/plate_slightly_dirty_00398.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00435	drt_tableware, a plate with a vibrant mosaic patte...	1.0000	datasets/synthetic/plate_slightly_dirty_00435.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00184	drt_tableware, a porcelain plate with a gold rim, ...	1.0000	datasets/synthetic/plate_slightly_dirty_00184.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00390	drt_tableware, a textured linen-finish ceramic pla...	1.0000	datasets/synthetic/plate_slightly_dirty_00390.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00093	drt_tableware, a simple, unadorned wooden plate, w...	1.0000	datasets/synthetic/plate_slightly_dirty_00093.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00164	drt_tableware, a plate with a Japanese kintsugi re...	1.0000	datasets/synthetic/plate_slightly_dirty_00164.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00445	drt_tableware, a plate with a subtle, textured sur...	1.0000	datasets/synthetic/plate_slightly_dirty_00445.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00179	drt_tableware, a square sushi plate made of bamboo...	1.0000	datasets/synthetic/plate_slightly_dirty_00179.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00354	drt_tableware, a plate with a single, off-center b...	1.0000	datasets/synthetic/plate_slightly_dirty_00354.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00123	drt_tableware, a charcoal-colored stone plate, wit...	1.0000	datasets/synthetic/plate_slightly_dirty_00123.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00267	drt_tableware, a pastel pink dessert plate, with a...	1.0000	datasets/synthetic/plate_slightly_dirty_00267.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00168	drt_tableware, a round white ceramic dinner plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00168.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00375	drt_tableware, a plate with a honeycomb texture, w...	1.0000	datasets/synthetic/plate_slightly_dirty_00375.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00259	drt_tableware, an antique plate with a crackle gla...	1.0000	datasets/synthetic/plate_slightly_dirty_00259.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00257	drt_tableware, a plate with a shiny, mirror-like c...	1.0000	datasets/synthetic/plate_slightly_dirty_00257.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00152	drt_tableware, a heavy, durable melamine plate, wi...	1.0000	datasets/synthetic/plate_slightly_dirty_00152.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00055	drt_tableware, a vintage tin plate with a faded ad...	1.0000	datasets/synthetic/plate_slightly_dirty_00055.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00137	drt_tableware, a plate with a playful cartoon char...	1.0000	datasets/synthetic/plate_slightly_dirty_00137.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00100	drt_tableware, an antique plate with a crackle gla...	1.0000	datasets/synthetic/plate_slightly_dirty_00100.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00423	drt_tableware, an antique plate with a crackle gla...	1.0000	datasets/synthetic/plate_slightly_dirty_00423.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00246	drt_tableware, a polished marble cheese plate, wit...	1.0000	datasets/synthetic/plate_slightly_dirty_00246.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00290	drt_tableware, a plate with a rustic, unglazed rim...	1.0000	datasets/synthetic/plate_slightly_dirty_00290.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00342	drt_tableware, a square plate with rounded corners...	1.0000	datasets/synthetic/plate_slightly_dirty_00342.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00269	drt_tableware, a plate with a single, off-center b...	1.0000	datasets/synthetic/plate_slightly_dirty_00269.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00323	drt_tableware, a flat, rimless serving platter, wi...	1.0000	datasets/synthetic/plate_slightly_dirty_00323.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00241	drt_tableware, a leaf-shaped ceramic serving dish,...	1.0000	datasets/synthetic/plate_slightly_dirty_00241.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00286	drt_tableware, a fine bone china plate with a tran...	1.0000	datasets/synthetic/plate_slightly_dirty_00286.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00196	drt_tableware, a plate with a shiny, mirror-like c...	1.0000	datasets/synthetic/plate_slightly_dirty_00196.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00378	drt_tableware, an iridescent glass plate that shim...	1.0000	datasets/synthetic/plate_slightly_dirty_00378.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00223	drt_tableware, a bright yellow plastic picnic plat...	1.0000	datasets/synthetic/plate_slightly_dirty_00223.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00317	drt_tableware, a plate with a turquoise crackle gl...	1.0000	datasets/synthetic/plate_slightly_dirty_00317.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00027	drt_tableware, a plate with an impression of a fos...	1.0000	datasets/synthetic/plate_slightly_dirty_00027.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00417	drt_tableware, a plate with a hand-thrown, artisan...	1.0000	datasets/synthetic/plate_slightly_dirty_00417.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00124	drt_tableware, a plate with a subtle concentric ci...	1.0000	datasets/synthetic/plate_slightly_dirty_00124.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00346	drt_tableware, a charcoal-colored stone plate, wit...	1.0000	datasets/synthetic/plate_slightly_dirty_00346.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00380	drt_tableware, a plate with a soft, pastel gradien...	1.0000	datasets/synthetic/plate_slightly_dirty_00380.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00145	drt_tableware, a polished marble cheese plate, wit...	1.0000	datasets/synthetic/plate_slightly_dirty_00145.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00250	drt_tableware, a cream-colored plate with a brown ...	1.0000	datasets/synthetic/plate_slightly_dirty_00250.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00402	drt_tableware, a plate with a Japanese-style wave ...	1.0000	datasets/synthetic/plate_slightly_dirty_00402.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00200	drt_tableware, a traditional enamel plate with a b...	1.0000	datasets/synthetic/plate_slightly_dirty_00200.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00067	drt_tableware, a heavy, grooved stoneware plate, w...	1.0000	datasets/synthetic/plate_slightly_dirty_00067.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00011	drt_tableware, a porcelain plate with cherry bloss...	1.0000	datasets/synthetic/plate_slightly_dirty_00011.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00322	drt_tableware, a blue and white checkered pattern ...	1.0000	datasets/synthetic/plate_slightly_dirty_00322.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00372	drt_tableware, a plate with a single, off-center b...	1.0000	datasets/synthetic/plate_slightly_dirty_00372.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00434	drt_tableware, a polished copper charger plate, wi...	1.0000	datasets/synthetic/plate_slightly_dirty_00434.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00128	drt_tableware, a plate with a single, elegant mono...	1.0000	datasets/synthetic/plate_slightly_dirty_00128.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00365	drt_tableware, a plate with a subtle, textured sur...	1.0000	datasets/synthetic/plate_slightly_dirty_00365.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00187	drt_tableware, a simple, elegant ivory-colored pla...	1.0000	datasets/synthetic/plate_slightly_dirty_00187.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00314	drt_tableware, a plate with a glossy black finish,...	1.0000	datasets/synthetic/plate_slightly_dirty_00314.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00216	drt_tableware, a plate with a single, elegant mono...	1.0000	datasets/synthetic/plate_slightly_dirty_00216.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00157	drt_tableware, a plate with a hand-thrown, artisan...	1.0000	datasets/synthetic/plate_slightly_dirty_00157.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00300	drt_tableware, a plate with a reactive glaze finis...	1.0000	datasets/synthetic/plate_slightly_dirty_00300.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00213	drt_tableware, a high-gloss white porcelain plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00213.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00225	drt_tableware, a solid mustard yellow plate, with ...	1.0000	datasets/synthetic/plate_slightly_dirty_00225.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00062	drt_tableware, a plate with an abstract ink wash d...	1.0000	datasets/synthetic/plate_slightly_dirty_00062.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00118	drt_tableware, a plate with a Japanese-style wave ...	1.0000	datasets/synthetic/plate_slightly_dirty_00118.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00139	drt_tableware, a plate made from recycled glass, w...	1.0000	datasets/synthetic/plate_slightly_dirty_00139.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00121	drt_tableware, a pastel pink dessert plate, a trac...	1.0000	datasets/synthetic/plate_slightly_dirty_00121.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00307	drt_tableware, a high-gloss white porcelain plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00307.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00053	drt_tableware, an octagonal-shaped plate, with a t...	1.0000	datasets/synthetic/plate_slightly_dirty_00053.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00226	drt_tableware, a sea-green ceramic plate, with sme...	1.0000	datasets/synthetic/plate_slightly_dirty_00226.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00258	drt_tableware, a metallic-finish decorative plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00258.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00170	drt_tableware, a minimalist plate with a single bl...	1.0000	datasets/synthetic/plate_slightly_dirty_00170.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00037	drt_tableware, a porcelain plate with cherry bloss...	1.0000	datasets/synthetic/plate_slightly_dirty_00037.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00208	drt_tableware, a plate with a reactive glaze finis...	1.0000	datasets/synthetic/plate_slightly_dirty_00208.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00416	drt_tableware, a plate with a vibrant mosaic patte...	1.0000	datasets/synthetic/plate_slightly_dirty_00416.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00003	drt_tableware, a solid cobalt blue glass plate, wi...	1.0000	datasets/synthetic/plate_slightly_dirty_00003.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00405	drt_tableware, a heavy, grooved stoneware plate, w...	1.0000	datasets/synthetic/plate_slightly_dirty_00405.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00371	drt_tableware, a large, oval-shaped fish platter, ...	1.0000	datasets/synthetic/plate_slightly_dirty_00371.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00153	drt_tableware, a plate with a scalloped edge, with...	1.0000	datasets/synthetic/plate_slightly_dirty_00153.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00356	drt_tableware, a plate with a watercolor floral de...	1.0000	datasets/synthetic/plate_slightly_dirty_00356.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00039	drt_tableware, a porcelain plate with cherry bloss...	1.0000	datasets/synthetic/plate_slightly_dirty_00039.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00401	drt_tableware, a plate with a honeycomb texture, w...	1.0000	datasets/synthetic/plate_slightly_dirty_00401.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00177	drt_tableware, a plate with a soft, pastel gradien...	1.0000	datasets/synthetic/plate_slightly_dirty_00177.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00014	drt_tableware, a plate featuring a classic damask ...	1.0000	datasets/synthetic/plate_slightly_dirty_00014.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00337	drt_tableware, a blue and white checkered pattern ...	1.0000	datasets/synthetic/plate_slightly_dirty_00337.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00437	drt_tableware, a stark white, square minimalist pl...	1.0000	datasets/synthetic/plate_slightly_dirty_00437.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00230	drt_tableware, a solid cobalt blue glass plate, wi...	1.0000	datasets/synthetic/plate_slightly_dirty_00230.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00045	drt_tableware, a plate with a detailed bird illust...	1.0000	datasets/synthetic/plate_slightly_dirty_00045.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00085	drt_tableware, a solid mustard yellow plate, with ...	1.0000	datasets/synthetic/plate_slightly_dirty_00085.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00127	drt_tableware, a classic porcelain plate with a bl...	1.0000	datasets/synthetic/plate_slightly_dirty_00127.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00126	drt_tableware, a modern plate with bold geometric ...	1.0000	datasets/synthetic/plate_slightly_dirty_00126.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00060	drt_tableware, a plate with an abstract ink wash d...	1.0000	datasets/synthetic/plate_slightly_dirty_00060.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00097	drt_tableware, a simple, unadorned wooden plate, w...	1.0000	datasets/synthetic/plate_slightly_dirty_00097.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00341	drt_tableware, a glossy red charger plate, a trace...	1.0000	datasets/synthetic/plate_slightly_dirty_00341.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00032	drt_tableware, a rough-textured earthenware plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00032.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00293	drt_tableware, a square sushi plate made of bamboo...	1.0000	datasets/synthetic/plate_slightly_dirty_00293.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00087	drt_tableware, a plate with a single, off-center b...	1.0000	datasets/synthetic/plate_slightly_dirty_00087.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00425	drt_tableware, a large, rustic stoneware serving p...	1.0000	datasets/synthetic/plate_slightly_dirty_00425.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00231	drt_tableware, a round white ceramic dinner plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00231.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00065	drt_tableware, a flat, rimless serving platter, wi...	1.0000	datasets/synthetic/plate_slightly_dirty_00065.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00008	drt_tableware, a plate with a retro 70s-style patt...	1.0000	datasets/synthetic/plate_slightly_dirty_00008.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00036	drt_tableware, a minimalist grey ceramic side plat...	1.0000	datasets/synthetic/plate_slightly_dirty_00036.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00199	drt_tableware, a plate with a reactive glaze finis...	1.0000	datasets/synthetic/plate_slightly_dirty_00199.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00379	drt_tableware, a textured linen-finish ceramic pla...	1.0000	datasets/synthetic/plate_slightly_dirty_00379.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00275	drt_tableware, a deep-dish pizza plate, a trace of...	1.0000	datasets/synthetic/plate_slightly_dirty_00275.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00069	drt_tableware, a heavy, grooved stoneware plate, w...	1.0000	datasets/synthetic/plate_slightly_dirty_00069.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00038	drt_tableware, a rough-textured earthenware plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00038.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00343	drt_tableware, a plate with a shiny, mirror-like c...	1.0000	datasets/synthetic/plate_slightly_dirty_00343.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00016	drt_tableware, a large, oval-shaped fish platter, ...	1.0000	datasets/synthetic/plate_slightly_dirty_00016.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00160	drt_tableware, an earthenware plate with a terraco...	1.0000	datasets/synthetic/plate_slightly_dirty_00160.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00015	drt_tableware, a plate with a subtle marble vein p...	1.0000	datasets/synthetic/plate_slightly_dirty_00015.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00385	drt_tableware, an iridescent glass plate that shim...	1.0000	datasets/synthetic/plate_slightly_dirty_00385.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00368	drt_tableware, a translucent bone china plate, wit...	1.0000	datasets/synthetic/plate_slightly_dirty_00368.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00096	drt_tableware, a high-gloss white porcelain plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00096.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00188	drt_tableware, a glossy red charger plate, with sm...	1.0000	datasets/synthetic/plate_slightly_dirty_00188.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00104	drt_tableware, a classic porcelain plate with a bl...	1.0000	datasets/synthetic/plate_slightly_dirty_00104.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00394	drt_tableware, a traditional enamel plate with a b...	1.0000	datasets/synthetic/plate_slightly_dirty_00394.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00412	drt_tableware, a classic porcelain plate with a bl...	1.0000	datasets/synthetic/plate_slightly_dirty_00412.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00010	drt_tableware, a shallow pasta plate with a wide r...	1.0000	datasets/synthetic/plate_slightly_dirty_00010.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00312	drt_tableware, a charcoal-colored stone plate, wit...	1.0000	datasets/synthetic/plate_slightly_dirty_00312.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00133	drt_tableware, a modern plate with bold geometric ...	1.0000	datasets/synthetic/plate_slightly_dirty_00133.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00377	drt_tableware, a high-gloss white porcelain plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00377.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00288	drt_tableware, a plate with a soft, pastel gradien...	1.0000	datasets/synthetic/plate_slightly_dirty_00288.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00101	drt_tableware, a lustrous pearl-finish plate, with...	1.0000	datasets/synthetic/plate_slightly_dirty_00101.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00333	drt_tableware, a plate with an intricate lace patt...	1.0000	datasets/synthetic/plate_slightly_dirty_00333.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00277	drt_tableware, a heavy, durable melamine plate, wi...	1.0000	datasets/synthetic/plate_slightly_dirty_00277.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00295	drt_tableware, a high-gloss white porcelain plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00295.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00044	drt_tableware, a bright yellow plastic picnic plat...	1.0000	datasets/synthetic/plate_slightly_dirty_00044.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00061	drt_tableware, a plate featuring a classic damask ...	1.0000	datasets/synthetic/plate_slightly_dirty_00061.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00029	drt_tableware, a heavyweight, restaurant-quality w...	1.0000	datasets/synthetic/plate_slightly_dirty_00029.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00281	drt_tableware, a plate with a turquoise crackle gl...	1.0000	datasets/synthetic/plate_slightly_dirty_00281.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00261	drt_tableware, a clear glass dessert plate, with a...	1.0000	datasets/synthetic/plate_slightly_dirty_00261.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00442	drt_tableware, a heavy, durable melamine plate, wi...	1.0000	datasets/synthetic/plate_slightly_dirty_00442.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00447	drt_tableware, a fine bone china plate with a tran...	1.0000	datasets/synthetic/plate_slightly_dirty_00447.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00086	drt_tableware, a plate with a Japanese-style wave ...	1.0000	datasets/synthetic/plate_slightly_dirty_00086.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00204	drt_tableware, a triangular-shaped appetizer plate...	1.0000	datasets/synthetic/plate_slightly_dirty_00204.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00186	drt_tableware, a modern plate with bold geometric ...	1.0000	datasets/synthetic/plate_slightly_dirty_00186.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00332	drt_tableware, a metallic-finish decorative plate,...	1.0000	datasets/synthetic/plate_slightly_dirty_00332.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00110	drt_tableware, a modern plate with bold geometric ...	1.0000	datasets/synthetic/plate_slightly_dirty_00110.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00297	drt_tableware, a plate with a Japanese kintsugi re...	1.0000	datasets/synthetic/plate_slightly_dirty_00297.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00364	drt_tableware, an iridescent glass plate that shim...	1.0000	datasets/synthetic/plate_slightly_dirty_00364.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00311	drt_tableware, a plate with a hand-thrown, artisan...	1.0000	datasets/synthetic/plate_slightly_dirty_00311.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00270	drt_tableware, a heavy cast iron serving platter, ...	1.0000	datasets/synthetic/plate_slightly_dirty_00270.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
plate_slightly_dirty_00183	drt_tableware, a vintage plate with a delicate flo...	1.0000	datasets/synthetic/plate_slightly_dirty_00183.png	output/plate/slightly_dirty/plate_slightly_dirty_prompts.txt
